voyage,arrival,departure,port,longitude,latitude
First voyage of the Astrolabe under Dumont d'Urville,8/2/1827,8/2/1827,Dampier Strait,130.6,-0.6
First voyage of the Astrolabe under Dumont d'Urville,10/1/1827,10/1/1827,Amboina,128.1054,-3.6255
First voyage of the Astrolabe under Dumont d'Urville,12/16/1827,1/6/1828,"Hobart, Tasmania",147.34,-42.88
First voyage of the Astrolabe under Dumont d'Urville,2/9/1828,2/9/1828,Tikopia,168.8277,-12.2927
First voyage of the Astrolabe under Dumont d'Urville,2/14/1828,3/17/1828,"Vanikoro, Santa Cruz Islands",166.9,-11.65
First voyage of the Astrolabe under Dumont d'Urville,5/2/1828,5/30/1828,Guam,144.79,13.444
First voyage of the Astrolabe under Dumont d'Urville,8/29/1828,8/29/1828,"Batavia, Dutch East Indies",106.8,-6.17
First voyage of the Astrolabe under Dumont d'Urville,9/29/1828,11/18/1828,Île de France (Mauritius),57.49,-20.15
First voyage of the Astrolabe under Dumont d'Urville,12/31/1828,1/2/1829,"Cape Town, Cape of Good Hope",18.42,-33.92
First voyage of the Astrolabe under Dumont d'Urville,1/15/1829,1/15/1829,St Helena,-5.71,-15.97
First voyage of the Astrolabe under Dumont d'Urville,1/22/1829,1/22/1829,Ascension,-7.95,-14.36
McClure Arctic Expedition,1/9/1850,1/10/1850,"Woolwich, England",0.0675,51.4894
McClure Arctic Expedition,1/10/1850,1/20/1850,"Plymouth, England",-4.14,50.38
McClure Arctic Expedition,4/17/1850,4/17/1850,"Puerto del Hambre [Port Famine], Punta Arenas",-70.932697,-53.609555
McClure Arctic Expedition,7/1/1850,7/4/1850,"Honolulu, Oahu",-157.86,21.3
McClure Arctic Expedition,7/20/1850,7/20/1850,Aleutian Islands,-164.5534,54.48
McClure Arctic Expedition,7/29/1850,7/29/1850,Arctic Circle crossed,-179.9,66.5608
McClure Arctic Expedition,8/5/1850,8/5/1850,"Wainwright Inlet, Alaska",-159.9873,70.6124
McClure Arctic Expedition,8/6/1850,8/6/1850,Round Point Barrow,-156.7886,71.2905
McClure Arctic Expedition,8/11/1850,8/11/1850,Jones’ Island,-149.57,70.56
McClure Arctic Expedition,8/31/1850,9/1/1850,Cape Bathurst,-128,70.566667
McClure Arctic Expedition,9/6/1850,9/6/1850,Cape Parry,-124.583333,70.2
McClure Arctic Expedition,9/7/1850,9/7/1850,Baring Island [Banks Island],-123.1377,71.0363
McClure Arctic Expedition,9/17/1850,10/21/1850,Stuck in ice [Prince of Wales Strait],-117.16,73.16
McClure Arctic Expedition,10/26/1850,10/27/1850,"Mount Observation, Northwest Passage discovered",-114.65,73.51
McClure Arctic Expedition,10/30/1850,7/17/1851,Stuck in ice [Prince of Wales Strait],-117.16,73.16
McClure Arctic Expedition,8/15/1851,8/15/1851,Drifts in ice,-115.5,73.72
McClure Arctic Expedition,8/18/1851,8/18/1851,"Cape Kellett, Banks Island",-126,71.966667
McClure Arctic Expedition,8/20/1851,9/10/1851,North-west of Banks Land [Stuck in ice],-123.88,73.91
McClure Arctic Expedition,9/23/1851,4/11/1852,"Mercy Bay, Banks Island",-119,74.07
McClure Arctic Expedition,4/28/1852,4/28/1852,"Winter Harbour, Melville Island",-108.772545,75.07266
McClure Arctic Expedition,5/11/1852,4/8/1853,"Mercy Bay, Banks Island",-119,74.07
McClure Arctic Expedition,4/19/1853,5/18/1853,Dealy Island,-108.715097,74.960781
McClure Arctic Expedition,5/19/1853,6/3/1853,"Mercy Bay, Banks Island - abandon ship",-119,74.07
McClure Arctic Expedition,6/17/1853,8/18/1853,Dealy Island - crew join HMS Resolute and HMS Intrepid,-108.715097,74.960781
McClure Arctic Expedition,11/12/1853,4/14/1854,Stuck in ice,-101.3725,74.6394
McClure Arctic Expedition,4/23/1854,8/22/1854,HMS North Star [Beechey Island],-91.85,74.71
McClure Arctic Expedition,9/6/1854,9/6/1854,"Disko Island, Greenland",-53.43338,69.826467
First Grinnell Expedition,5/22/1850,5/22/1850,"New York, United States",-74.03,40.68
First Grinnell Expedition,6/8/1850,6/8/1850,"St John's, Newfoundland",-52.7125,47.5615
First Grinnell Expedition,6/20/1850,6/20/1850,Greenland sighted,-53.08,65.37
First Grinnell Expedition,7/6/1850,7/6/1850,(Stuck in pack ice),-59.07,74.13
First Grinnell Expedition,7/27/1850,7/27/1850,(Stuck in pack ice),-60.1,73.9
First Grinnell Expedition,7/29/1850,8/2/1850,Melville Bay,-60.46,75.67
First Grinnell Expedition,8/22/1850,8/22/1850,Cape Charles Yorke,-82.833333,73.733333
First Grinnell Expedition,8/26/1850,9/8/1850,Beechey Island,-91.8,74.71
First Grinnell Expedition,9/9/1850,9/9/1850,Cape Hotham,-93.583333,74.683333
First Grinnell Expedition,9/12/1850,9/12/1850,Griffith's Island,-95.5,74.58
First Grinnell Expedition,9/13/1850,9/13/1850,"Stuck in ice, Wellington Straits",-95.983,69.466
First Grinnell Expedition,10/8/1850,10/8/1850,"Driting in ice, Barlow's Inlet",-93.4666,74.75
First Grinnell Expedition,12/19/1850,12/19/1850,"Drifting in ice, Croker's Bay",-83.24,74.7
First Grinnell Expedition,1/15/1851,1/15/1851,"Drifting in ice, Baffin Bay",-68.4928,74.6932
First Grinnell Expedition,4/17/1851,4/17/1851,(Drifting in ice),-63.05,69.87
First Grinnell Expedition,4/26/1851,4/26/1851,(Drifting in ice),-63.15,69.68
First Grinnell Expedition,5/27/1851,5/27/1851,(Drifting in ice),-60.9,66.71
First Grinnell Expedition,7/3/1851,8/7/1851,"Proven, Greenland",-55.5571,72.3835
First Grinnell Expedition,8/23/1851,9/6/1851,"Upernavik, Greenland",-56.14,72.79
